id,title,vote_average,vote_count,release_date,year,month,genre_ids,original_language,popularity
10195,Thor,6.767,20438,2011-04-21,2011,04,"[12, 14, 28]",en,68.729
50546,Just Go with It,6.681,5439,2011-02-10,2011,02,"[35, 10749]",en,68.286
56292,Mission: Impossible - Ghost Protocol,7.078,9491,2011-12-07,2011,12,"[28, 53, 12]",en,65.369
49530,In Time,6.966,10879,2011-10-27,2011,10,"[28, 53, 878]",en,65.114
417859,Puss in Boots,6.549,3747,2011-10-27,2011,10,"[16, 10751, 14, 12, 35]",en,64.98
46195,Rio,6.727,6385,2011-04-03,2011,04,"[16, 12, 35, 10751]",en,62.357
74308,Detachment,7.645,1543,2011-04-24,2011,04,[18],en,61.067
44896,Rango,6.836,6164,2011-03-02,2011,03,"[16, 35, 10751, 37, 12]",en,59.768
77338,The Intouchables,8.28,16601,2011-11-02,2011,11,"[18, 35]",fr,58.554
45243,The Hangover Part II,6.476,10050,2011-05-25,2011,05,[35],en,57.978
44912,Green Lantern,5.168,6946,2011-06-14,2011,06,"[12, 28, 53, 878]",en,56.044
1771,Captain America: The First Avenger,6.999,20721,2011-07-22,2011,07,"[28, 12, 878]",en,53.134
55721,Bridesmaids,6.529,4178,2011-05-13,2011,05,"[35, 10749]",en,52.339
50544,Friends with Benefits,6.655,7613,2011-07-21,2011,07,"[10749, 35]",en,52.046
71672,Wrong Turn 4: Bloody Beginnings,5.688,1024,2011-10-17,2011,10,"[27, 53]",en,50.245
64690,Drive,7.574,12052,2011-09-15,2011,09,"[18, 53, 80]",en,49.541
73456,Barbie: Princess Charm School,7.473,748,2011-08-11,2011,08,"[10751, 16, 14]",en,48.691
55301,Alvin and the Chipmunks: Chipwrecked,5.706,2065,2011-12-14,2011,12,"[35, 14, 10751, 10402, 16]",en,48.648
41446,Scream 4,6.464,3479,2011-04-13,2011,04,"[27, 9648]",en,48.59
50646,"Crazy, Stupid, Love.",7.259,8066,2011-07-29,2011,07,"[35, 18, 10749]",en,47.698
65754,The Girl with the Dragon Tattoo,7.365,6661,2011-12-14,2011,12,"[53, 80, 9648]",en,47.16
57157,Young Adult,5.792,1173,2011-11-11,2011,11,"[35, 18]",en,47.141
59440,Warrior,7.844,4310,2011-09-09,2011,09,"[18, 28]",en,46.803
74997,The Human Centipede 2 (Full Sequence),4.812,1254,2011-10-06,2011,10,"[18, 27, 80]",en,46.192
51876,Limitless,7.189,10185,2011-03-08,2011,03,"[53, 9648, 878]",en,45.835
41513,The Smurfs,5.759,3599,2011-07-29,2011,07,"[16, 10751, 12, 35, 14]",en,45.007
50014,The Help,8.203,7784,2011-08-09,2011,08,[18],en,44.855
72571,Paranormal Activity 3,5.886,2090,2011-10-19,2011,10,"[27, 9648]",en,43.9
41630,No Strings Attached,6.295,4518,2011-01-21,2011,01,"[35, 10749]",en,43.613
52449,Bad Teacher,5.589,4507,2011-05-16,2011,05,[35],en,43.549
55779,Final Destination 5,6.105,3200,2011-08-12,2011,08,"[27, 9648]",en,43.179
69735,Batman: Year One,7.291,899,2011-09-27,2011,09,"[28, 16, 80]",en,42.907
49018,Insidious,6.945,6491,2011-03-31,2011,03,"[27, 53]",en,42.652
65759,Happy Feet Two,6.1,1508,2011-11-17,2011,11,"[16, 35, 10751]",en,42.629
58574,Sherlock Holmes: A Game of Shadows,7.136,9969,2011-11-22,2011,11,"[12, 28, 80, 9648]",en,41.832
86331,Desire,6.28,1092,2011-10-06,2011,10,"[18, 10749]",fr,41.58
51540,Horrible Bosses,6.574,6094,2011-07-08,2011,07,"[35, 80]",en,40.442
38050,The Adjustment Bureau,6.748,4316,2011-03-03,2011,03,"[878, 53, 10749]",en,40.343
75624,Naruto Shippuden the Movie: Blood Prison,7.301,539,2011-07-30,2011,07,"[53, 16, 28, 35, 27, 9648]",ja,40.093
47327,Drive Angry,5.476,1746,2011-02-24,2011,02,"[14, 53, 28, 80]",en,39.215
38319,Your Highness,5.318,1254,2011-04-08,2011,04,"[35, 14, 12, 28]",en,39.169
49520,The Change-Up,6.139,2628,2011-08-05,2011,08,[35],en,38.742
27582,The Mechanic,6.502,3051,2011-01-13,2011,01,"[28, 53, 80]",en,38.16
71676,Ghost Rider: Spirit of Vengeance,5.0,3625,2011-12-10,2011,12,"[28, 14, 53]",en,37.759
51481,Mean Girls 2,5.2,1176,2011-01-23,2011,01,[35],en,37.697
45610,Machine Gun Preacher,6.733,984,2011-09-23,2011,09,"[28, 53, 80]",en,37.371
23629,Sucker Punch,6.187,4509,2011-03-24,2011,03,"[28, 14, 53]",en,37.123
46529,I Am Number Four,6.178,4483,2011-02-18,2011,02,"[28, 53, 878, 12]",en,37.024
62835,Colombiana,6.6,2453,2011-07-27,2011,07,"[28, 53, 80, 18]",en,37.005
39513,Paul,6.712,5465,2011-02-14,2011,02,"[12, 35, 878]",en,36.857
38322,"Big Mommas: Like Father, Like Son",5.521,1172,2011-02-16,2011,02,"[80, 35, 28]",en,35.437
80184,The Hidden Face,7.284,958,2011-09-16,2011,09,"[53, 9648]",es,35.419
77887,Hawaiian Vacation,6.993,627,2011-06-16,2011,06,"[16, 10751, 35]",en,35.1
52451,The Three Musketeers,5.8,2530,2011-08-31,2011,08,"[12, 28, 53]",en,34.896
49517,Tinker Tailor Soldier Spy,6.616,2487,2011-09-16,2011,09,"[18, 53, 9648]",en,34.805
39538,Contagion,6.637,5809,2011-09-08,2011,09,"[18, 53, 878]",en,34.452
59108,Tower Heist,6.091,2805,2011-11-02,2011,11,"[28, 35]",en,34.401
37430,Conan the Barbarian,5.3,1775,2011-08-17,2011,08,"[12, 14, 28]",en,33.976
74643,The Artist,7.454,3116,2011-10-12,2011,10,"[18, 35, 10749]",fr,33.746
49849,Cowboys & Aliens,5.601,4829,2011-07-29,2011,07,"[28, 878, 53, 37]",en,33.717
17578,The Adventures of Tintin,6.892,5151,2011-10-24,2011,10,"[12, 16, 9648]",en,33.26
23047,Season of the Witch,5.446,2312,2011-01-07,2011,01,"[12, 14, 28]",en,32.484
44943,Battle: Los Angeles,5.753,3269,2011-03-08,2011,03,"[878, 28]",en,32.337
60935,The Thing,6.206,2749,2011-10-12,2011,10,"[27, 878, 9648]",en,32.25
60308,Moneyball,7.269,4824,2011-09-23,2011,09,[18],en,32.13
58233,Johnny English Reborn,6.222,3127,2011-09-15,2011,09,"[80, 28, 35]",en,31.63
71670,Hostel: Part III,5.081,1111,2011-12-22,2011,12,[27],en,31.121
51052,Arthur Christmas,6.762,1388,2011-11-10,2011,11,"[18, 16, 10751, 35]",en,31.049
74725,Kill List,6.205,731,2011-09-02,2011,09,"[27, 53, 80]",en,30.933
48988,Hall Pass,5.681,1880,2011-02-25,2011,02,"[35, 10749]",en,30.819
59860,Monte Carlo,6.566,2033,2011-07-01,2011,07,"[12, 35, 10749]",en,30.684
71689,Phineas and Ferb The Movie: Across the 2nd Dimension,7.04,511,2011-08-05,2011,08,"[16, 35, 10751, 10770, 12, 878]",en,30.341
50698,Grave Encounters,6.277,1386,2011-09-09,2011,09,"[53, 27]",en,30.24
37958,Immortals,5.995,2450,2011-11-10,2011,11,"[14, 28, 18]",en,29.729
38317,Zookeeper,5.429,1564,2011-07-06,2011,07,"[35, 10749, 10751]",en,29.375
60307,Diary of a Wimpy Kid: Rodrick Rules,6.646,1072,2011-03-25,2011,03,"[10751, 35]",en,29.253
76025,Shame,6.94,3011,2011-10-02,2011,10,[18],en,29.25
59436,Midnight in Paris,7.534,7017,2011-05-11,2011,05,"[14, 35, 10749]",en,28.912
63311,The Skin I Live In,7.52,3979,2011-08-17,2011,08,"[18, 27, 9648, 53]",es,28.846
45772,Gnomeo & Juliet,5.864,1864,2011-01-13,2011,01,"[16, 10751]",en,28.818
40805,The Green Hornet,5.583,3070,2011-01-12,2011,01,"[28, 80, 35]",en,28.784
48340,Sanctum,6.037,981,2011-02-03,2011,02,"[28, 53]",en,28.514
44826,Hugo,7.178,6926,2011-11-22,2011,11,"[12, 18, 10751]",en,28.422
71859,We Need to Talk About Kevin,7.559,2667,2011-09-28,2011,09,"[18, 53]",en,27.78
37686,Super 8,6.764,6331,2011-06-08,2011,06,"[53, 878, 9648]",en,27.727
83389,From Up on Poppy Hill,7.535,1634,2011-07-16,2011,07,"[16, 18]",ja,27.448
73499,The Double,5.773,622,2011-10-27,2011,10,"[28, 18, 80]",en,27.151
55846,Blitz,6.17,1563,2011-05-20,2011,05,"[80, 28, 53]",en,26.934
43959,Soul Surfer,7.038,1142,2011-04-08,2011,04,"[10751, 18]",en,26.158
50839,Margin Call,6.847,1666,2011-02-11,2011,02,"[53, 18]",en,25.958
50456,Hanna,6.589,3217,2011-04-07,2011,04,"[28, 53, 12]",en,25.956
48138,Unknown,6.671,3685,2011-02-16,2011,02,"[28, 9648, 53]",en,25.923
49730,Red Riding Hood,5.958,3022,2011-03-10,2011,03,"[53, 18, 14, 9648, 27]",en,25.269
62838,New Year's Eve,5.871,2059,2011-12-08,2011,12,"[35, 10749]",en,25.214
51162,Winnie the Pooh,6.89,816,2011-04-06,2011,04,"[16, 10751, 12]",en,25.164
64639,Straw Dogs,5.852,522,2011-09-16,2011,09,"[18, 53]",en,24.887
70006,Never Back Down 2: The Beatdown,6.45,608,2011-09-13,2011,09,"[18, 28]",en,24.84
79218,Ice Age: A Mammoth Christmas,6.5,612,2011-11-24,2011,11,"[16, 10751, 10770]",en,24.756
50359,Hop,5.741,1173,2011-03-30,2011,03,"[16, 35, 10751]",en,24.09
60405,Sharpay's Fabulous Adventure,6.008,526,2011-04-19,2011,04,"[10751, 10402]",en,24.073
74018,A Cinderella Story: Once Upon a Song,6.4,990,2011-09-05,2011,09,"[35, 10751, 10749, 18]",en,24.037
68817,Footloose,6.598,1601,2011-10-06,2011,10,"[18, 10402, 10749]",en,23.93
74465,We Bought a Zoo,6.771,2573,2011-12-08,2011,12,"[18, 35, 10751]",en,23.739
81481,Silenced,8.142,558,2011-09-22,2011,09,[18],ko,23.522
57089,Hoodwinked Too! Hood VS. Evil,5.124,512,2011-04-29,2011,04,"[35, 16, 10751]",en,23.45
79707,Children Who Chase Lost Voices,7.208,656,2011-05-07,2011,05,"[16, 12, 18, 14, 10749]",ja,23.381
56288,Spy Kids: All the Time in the World,4.687,937,2011-08-18,2011,08,"[10751, 35, 28]",en,23.381
71880,Jack and Jill,4.353,2004,2011-11-11,2011,11,[35],en,23.281
50671,The Resident,5.693,586,2011-02-10,2011,02,"[53, 9648]",en,23.213
71469,The Darkest Hour,5.3,1380,2011-12-22,2011,12,"[27, 28, 53, 878]",en,23.024
74513,Special Forces,6.704,538,2011-11-02,2011,11,"[28, 18, 10752]",fr,22.957
59115,Quarantine 2: Terminal,5.7,515,2011-06-16,2011,06,"[27, 9648, 878]",en,22.83
77459,A Monster in Paris,6.855,1202,2011-10-12,2011,10,"[12, 16, 35, 10751, 14]",fr,22.731
44564,The Dilemma,5.309,805,2011-01-13,2011,01,"[35, 18]",en,22.55
414419,Kill Bill: The Whole Bloody Affair,7.994,944,2011-03-27,2011,03,"[28, 80, 53]",en,22.349
62206,30 Minutes or Less,5.756,1615,2011-08-11,2011,08,"[28, 12, 35]",en,22.234
58224,Mr. Popper's Penguins,5.94,2793,2011-06-17,2011,06,"[35, 10751]",en,22.191
8967,The Tree of Life,6.74,2935,2011-05-17,2011,05,"[18, 14]",en,22.099
10316,The Ides of March,6.673,2338,2011-09-24,2011,09,[18],en,22.08
65057,The Descendants,6.828,2645,2011-09-09,2011,09,"[35, 18]",en,22.044
50725,Take Me Home Tonight,5.969,637,2011-03-04,2011,03,"[35, 18, 10749]",en,21.987
50357,Apollo 18,5.293,945,2011-07-20,2011,07,"[27, 53, 878]",en,21.965
77949,The Awakening,6.374,1322,2011-08-17,2011,08,"[27, 53, 9648]",en,21.943
38684,Jane Eyre,7.223,1386,2011-03-11,2011,03,"[18, 10749]",en,21.795
63492,What's Your Number?,6.498,2249,2011-09-30,2011,09,"[35, 10749]",en,21.791
88794,J. Edgar,6.226,2325,2011-11-09,2011,11,"[18, 80, 36]",en,21.738
38321,Priest,5.78,2135,2011-05-05,2011,05,"[28, 14, 27, 53]",en,21.733
65218,Lemonade Mouth,7.443,1017,2011-04-15,2011,04,"[18, 35, 10770]",en,21.504
49950,The Roommate,5.366,912,2011-02-04,2011,02,"[53, 18, 27]",en,21.304
74998,Seeking Justice,5.9,959,2011-09-02,2011,09,"[28, 18, 53]",en,21.131
59965,Abduction,5.869,2791,2011-09-22,2011,09,"[53, 28, 9648]",en,21.128
49021,Killer Elite,6.261,2014,2011-09-22,2011,09,"[28, 12, 53]",en,20.879
51999,Perfect Sense,6.875,1080,2011-09-29,2011,09,"[18, 878, 10749]",en,20.828
57212,War Horse,7.305,3237,2011-12-25,2011,12,"[10752, 36, 18, 12]",en,20.819
38117,Beastly,6.3,2677,2011-01-21,2011,01,"[18, 14, 10749]",en,20.358
64685,Extremely Loud & Incredibly Close,6.978,1918,2011-12-25,2011,12,[18],en,20.275
58151,Fright Night,6.219,1840,2011-08-18,2011,08,"[27, 35]",en,20.152
59968,Our Idiot Brother,6.156,910,2011-08-26,2011,08,"[35, 18]",en,19.992
50348,The Lincoln Lawyer,7.198,3052,2011-03-17,2011,03,"[80, 18, 53]",en,19.813
50321,Mars Needs Moms,6.011,655,2011-03-09,2011,03,"[12, 16, 10751]",en,19.714
61891,Anonymous,6.415,702,2011-10-21,2011,10,"[18, 36, 53]",en,19.597
55787,Water for Elephants,6.944,2431,2011-04-15,2011,04,"[18, 10749]",en,19.534
73567,Killer Joe,6.525,1329,2011-09-10,2011,09,"[80, 35, 53, 18]",en,19.511
49022,Something Borrowed,6.252,992,2011-05-05,2011,05,"[35, 18, 10749]",en,19.314
63197,Megan Is Missing,6.237,600,2011-05-01,2011,05,"[18, 27, 53]",en,19.304
69798,The Inbetweeners Movie,6.176,858,2011-08-19,2011,08,[35],en,19.214
82424,Small Fry,6.9,518,2011-11-23,2011,11,"[16, 10751, 35]",en,18.947
48231,A Dangerous Method,6.348,1968,2011-09-30,2011,09,"[18, 53]",en,18.913
64328,The Muppets,6.7,1475,2011-11-22,2011,11,"[35, 10751, 10402]",en,18.889
76758,The Flowers of War,7.5,748,2011-12-15,2011,12,"[18, 36, 10752]",zh,18.878
62215,Melancholia,7.199,3316,2011-05-26,2011,05,"[18, 878]",en,18.582
38356,Transformers: Dark of the Moon,6.193,7937,2011-06-28,2011,06,"[28, 878, 12]",en,18.534
55465,A Very Harold & Kumar Christmas,6.008,898,2011-11-04,2011,11,[35],en,18.469
40807,50/50,7.172,3609,2011-09-30,2011,09,"[35, 18]",en,18.45
55420,Another Earth,6.708,1541,2011-07-22,2011,07,"[18, 878]",en,18.37
71688,The Iron Lady,6.364,1648,2011-12-26,2011,12,"[36, 18]",en,18.059
59861,Larry Crowne,5.963,1240,2011-06-30,2011,06,"[35, 10749, 18]",en,17.966
62046,Flypaper,6.391,713,2011-08-19,2011,08,"[9648, 35, 80]",en,17.909
70435,Haywire,5.704,1294,2011-11-01,2011,11,"[28, 18, 53]",en,17.766
81250,Geek Charming,6.644,734,2011-11-11,2011,11,"[35, 18, 10751, 10770]",en,17.711
75900,My Week with Marilyn,6.7,1232,2011-11-23,2011,11,"[18, 10749]",en,17.69
72113,Carnage,7.172,2790,2011-09-16,2011,09,"[35, 18]",en,17.689
49494,The Eagle,6.225,1228,2011-02-08,2011,02,"[12, 18]",en,17.526
77495,Sleep Tight,7.085,1020,2011-10-14,2011,10,"[53, 27]",es,17.336
48171,The Rite,6.098,1980,2011-01-28,2011,01,"[18, 53, 27]",en,17.302
70578,Trespass,5.525,1092,2011-10-13,2011,10,[53],en,17.157
65055,Shark Night 3D,4.969,500,2011-09-02,2011,09,"[53, 27]",en,17.153
62630,The Devil's Double,6.711,536,2011-02-11,2011,02,"[18, 28, 53, 80, 10752]",en,17.151
60243,A Separation,7.901,1624,2011-02-15,2011,02,[18],fa,17.11
70954,The Hunter,6.622,615,2011-10-06,2011,10,"[18, 53, 12]",en,16.655
59678,Attack the Block,6.46,1947,2011-05-12,2011,05,"[28, 35, 878]",en,16.443
60420,Like Crazy,6.38,1000,2011-10-28,2011,10,"[18, 10749]",en,16.355
58428,The Innkeepers,5.4,613,2011-08-18,2011,08,"[27, 53]",en,16.289
53487,This Must Be the Place,6.998,1158,2011-08-24,2011,08,[18],en,16.074
57431,The Sitter,5.583,885,2011-12-09,2011,12,[35],en,15.297
64678,The Art of Getting By,6.56,1254,2011-06-17,2011,06,"[18, 10749]",en,15.179
38543,Ironclad,6.157,695,2011-03-03,2011,03,"[10749, 12, 28, 36]",en,14.928
65599,The Woman,6.033,501,2011-10-14,2011,10,"[18, 27]",en,14.927
49012,Arthur,5.563,702,2011-04-08,2011,04,"[35, 10749]",en,14.883
73937,The Big Year,6.003,750,2011-10-13,2011,10,[35],en,14.736
89708,Samsara,8.082,579,2011-09-16,2011,09,[99],en,14.468
23514,The Rum Diary,5.87,1161,2011-10-13,2011,10,"[35, 18]",en,14.433
503210,Return to Jurassic Park,6.604,823,2011-02-05,2011,02,"[99, 28, 12, 53]",en,14.424
62837,Dolphin Tale,7.0,616,2011-09-22,2011,09,"[18, 10751]",en,14.35
58232,Chalet Girl,6.413,619,2011-02-02,2011,02,"[35, 10749]",en,14.287
69668,Dream House,6.1,1301,2011-09-29,2011,09,"[9648, 18, 53]",en,14.252
75802,Hysteria,6.665,780,2011-06-06,2011,06,"[35, 10749]",en,13.83
64720,Take Shelter,7.041,1643,2011-09-30,2011,09,"[53, 18, 27]",en,13.808
64586,Sleeping Beauty,5.322,589,2011-06-10,2011,06,"[18, 10749]",en,13.645
70670,Headhunters,7.239,1169,2011-08-26,2011,08,"[53, 80, 28]",no,12.881
51209,Kill the Irishman,6.734,583,2011-03-10,2011,03,"[28, 80, 53, 18]",en,12.851
48572,Red State,6.07,889,2011-08-19,2011,08,"[27, 28, 53]",en,12.696
65851,Jackass 3.5,6.345,585,2011-04-01,2011,04,"[35, 99, 28]",en,12.666
50780,The Beaver,6.381,813,2011-05-05,2011,05,[18],en,12.657
67913,The Guard,6.986,1122,2011-07-07,2011,07,"[28, 35, 53, 80]",en,12.654
45658,Everything Must Go,6.166,563,2011-05-13,2011,05,"[35, 18, 10749]",en,12.503
61667,We Have a Pope,6.811,503,2011-04-15,2011,04,"[18, 35]",it,12.461
81390,A Lonely Place to Die,6.159,539,2011-04-09,2011,04,"[12, 28, 53, 80]",en,12.296
79120,Weekend,7.3,501,2011-10-23,2011,10,"[18, 10749]",en,12.19
49010,Hobo with a Shotgun,5.949,574,2011-05-06,2011,05,"[80, 28, 53]",en,11.938
45156,A Little Bit of Heaven,6.4,541,2011-02-03,2011,02,"[35, 18, 10749]",en,11.937
65229,Tomboy,7.3,656,2011-04-20,2011,04,[18],fr,11.78
66129,The Tuche Family,6.005,1246,2011-06-30,2011,06,[35],fr,11.71
71157,Polisse,7.82,1146,2011-10-06,2011,10,"[18, 53]",fr,11.626
50837,Martha Marcy May Marlene,6.633,695,2011-06-10,2011,06,"[18, 53]",en,11.051
75198,Welcome Aboard,5.5,502,2011-10-05,2011,10,[35],fr,10.75
50479,Avalon High,6.181,532,2011-01-28,2011,01,"[14, 10751, 18, 10770]",en,10.642
82532,"Jeff, Who Lives at Home",6.199,588,2011-09-13,2011,09,"[18, 35]",en,10.588
49020,Submarine,7.378,1381,2011-03-18,2011,03,"[18, 35, 10749]",en,10.086
55347,Beginners,6.839,977,2011-06-09,2011,06,"[18, 10749, 35]",en,9.843
80767,Jiro Dreams of Sushi,7.8,664,2011-06-11,2011,06,[99],ja,9.559
56339,Whatsoeverly,6.046,519,2011-01-21,2011,01,[35],it,8.876
58444,Women Vs Men,5.508,604,2011-02-04,2011,02,[35],it,8.788
51497,Fast Five,7.25,7809,2011-04-20,2011,04,"[28, 53, 80]",en,7.973
80015,Hollywoo,5.368,570,2011-12-07,2011,12,[35],fr,7.799
53319,What a Beautiful Day,6.532,1455,2011-01-05,2011,01,[35],it,7.249
59570,Escort in Love,6.164,587,2011-03-18,2011,03,[35],it,7.133
58522,Boris: The Film,6.903,575,2011-04-01,2011,04,[35],it,6.848
82520,Return,6.605,2639,2011-02-10,2011,02,[18],en,6.396
56909,The Immature,6.197,765,2011-01-21,2011,01,[35],it,4.651
49538,X-Men: First Class,7.299,12251,2011-06-01,2011,06,"[28, 878, 12]",en,2.856
92321,Hotarubi no Mori e,8.341,1039,2011-09-17,2011,09,"[10749, 16, 14]",ja,0.6
24428,The Avengers,7.713,29759,2012-04-25,2012,04,"[878, 28, 12]",en,119.583
50620,The Twilight Saga: Breaking Dawn - Part 2,6.464,8557,2012-11-13,2012,11,"[12, 14, 18, 10749]",en,105.767
1930,The Amazing Spider-Man,6.698,16722,2012-06-23,2012,06,"[28, 12, 878]",en,98.635
73723,The Lorax,6.489,3351,2012-03-01,2012,03,"[16, 10751]",en,98.262
72105,Ted,6.42,11853,2012-06-29,2012,06,"[35, 14]",en,92.917
57214,Project X,6.855,6042,2012-03-01,2012,03,[35],en,89.038
49051,The Hobbit: An Unexpected Journey,7.347,17741,2012-12-12,2012,12,"[12, 14, 28]",en,77.631
68718,Django Unchained,8.176,25305,2012-12-25,2012,12,"[18, 37]",en,74.568
75780,Jack Reacher,6.62,6691,2012-12-20,2012,12,"[80, 18, 53, 28]",en,70.729
49026,The Dark Knight Rises,7.778,21875,2012-07-17,2012,07,"[28, 80, 18, 53]",en,70.609
44833,Battleship,5.829,5267,2012-04-11,2012,04,"[53, 28, 12, 878]",en,67.078
62177,Brave,7.015,12892,2012-06-21,2012,06,"[16, 12, 35, 10751, 28, 14]",en,66.681
87827,Life of Pi,7.397,12647,2012-11-20,2012,11,"[12, 18]",en,64.332
76492,Hotel Transylvania,6.955,8245,2012-09-20,2012,09,"[16, 35, 10751, 14]",en,62.184
82690,Wreck-It Ralph,7.334,11819,2012-11-01,2012,11,"[10751, 16, 35, 12]",en,62.052
57800,Ice Age: Continental Drift,6.365,7234,2012-06-27,2012,06,"[16, 35, 12, 10751]",en,60.375
82675,Taken 2,6.345,6348,2012-09-27,2012,09,"[28, 80, 53]",en,59.214
76163,The Expendables 2,6.336,6468,2012-08-08,2012,08,"[28, 12, 53]",en,58.425
109689,I Want You,7.402,1790,2012-06-22,2012,06,"[18, 10749]",es,56.996
80321,Madagascar 3: Europe's Most Wanted,6.611,5829,2012-06-06,2012,06,"[16, 10751, 35, 12]",en,56.216
64688,21 Jump Street,6.88,9880,2012-03-14,2012,03,"[28, 35, 80]",en,52.929
125509,Wrong Turn 5: Bloodlines,5.38,874,2012-10-23,2012,10,"[27, 53]",en,52.554
37724,Skyfall,7.234,14741,2012-10-24,2012,10,"[28, 12, 53]",en,52.392
80278,The Impossible,7.369,6038,2012-09-09,2012,09,"[12, 18, 53]",en,51.283
71552,American Reunion,6.292,4236,2012-04-04,2012,04,[35],en,50.482
57165,Wrath of the Titans,5.725,3999,2012-03-28,2012,03,"[14, 12]",en,50.422
70160,The Hunger Games,7.206,21244,2012-03-12,2012,03,"[878, 12, 14]",en,50.347
72331,Abraham Lincoln: Vampire Hunter,5.721,3181,2012-06-20,2012,06,"[28, 14, 27]",en,50.343
70981,Prometheus,6.546,11579,2012-05-30,2012,05,"[878, 12, 9648]",en,50.277
72545,Journey 2: The Mysterious Island,6.2,4050,2012-01-19,2012,01,"[12, 28, 878]",en,48.776
75629,Evangelion: 3.0 You Can (Not) Redo,7.245,758,2012-11-17,2012,11,"[16, 878, 28, 18]",ja,47.691
85446,Step Up Revolution,6.9,1972,2012-07-26,2012,07,"[10402, 18, 10749]",en,47.687
58595,Snow White and the Huntsman,5.986,7637,2012-05-30,2012,05,"[12, 14, 18]",en,47.166
84892,The Perks of Being a Wallflower,7.788,10072,2012-09-20,2012,09,[18],en,46.879
114150,Pitch Perfect,7.292,6333,2012-09-28,2012,09,"[35, 10402, 10749]",en,45.59
59962,This Means War,6.157,3228,2012-02-14,2012,02,"[28, 35, 10749]",en,44.674
87502,Flight,6.829,5710,2012-11-02,2012,11,[18],en,44.374
87428,That's My Boy,5.802,1819,2012-06-14,2012,06,"[35, 18]",en,43.955
59967,Looper,6.88,9823,2012-09-26,2012,09,"[28, 53, 878]",en,42.831
81188,Rise of the Guardians,7.359,6431,2012-11-21,2012,11,"[10751, 16, 14, 28, 12]",en,42.492
62213,Dark Shadows,6.057,6903,2012-05-09,2012,05,"[35, 14]",en,42.172
75258,Secret of the Wings,7.216,1151,2012-08-17,2012,08,"[16, 10751, 14, 12]",en,41.976
41154,Men in Black 3,6.515,9911,2012-05-23,2012,05,"[28, 35, 878]",en,41.969
133121,Resident Evil: Damnation,6.868,811,2012-09-25,2012,09,"[16, 27, 28]",en,41.929
82881,Tangled Ever After,7.153,999,2012-01-13,2012,01,"[16, 35, 28, 10751]",en,40.35
82693,Silver Linings Playbook,7.137,11594,2012-11-16,2012,11,"[18, 35, 10749]",en,40.28
49529,John Carter,6.313,5368,2012-03-07,2012,03,"[28, 12, 878]",en,39.759
52520,Underworld: Awakening,6.305,3877,2012-01-19,2012,01,"[14, 28, 27]",en,39.297
76726,Chronicle,6.822,5032,2012-02-01,2012,02,"[878, 18, 53]",en,39.083
60747,Red Dawn,5.7,1529,2012-03-15,2012,03,"[28, 53]",en,38.849
87825,Trouble with the Curve,6.975,1494,2012-09-21,2012,09,"[18, 10749]",en,38.784
49049,Dredd,6.825,4799,2012-09-07,2012,09,"[28, 878]",en,38.697
118406,Road to Ninja: Naruto the Movie,7.589,937,2012-07-28,2012,07,"[16, 14, 28]",ja,38.0
112336,Hitchcock,6.555,1440,2012-11-22,2012,11,[18],en,37.08
82507,Sinister,6.862,5189,2012-03-29,2012,03,"[27, 53, 9648]",en,36.988
71668,Piranha 3DD,4.343,983,2012-05-11,2012,05,"[27, 53, 35]",en,36.879
22970,The Cabin in the Woods,6.614,7492,2012-04-12,2012,04,"[27, 9648, 53, 35]",en,36.857
72387,Safe,6.489,2303,2012-04-16,2012,04,"[28, 80, 53]",en,36.375
115290,Blue Lagoon: The Awakening,6.459,1355,2012-06-16,2012,06,"[18, 12, 10749, 10770]",en,36.12
72570,The Vow,7.242,3887,2012-02-05,2012,02,"[18, 10749]",en,35.98
76493,The Dictator,6.183,5572,2012-05-15,2012,05,[35],en,35.915
75174,The Grey,6.561,3659,2012-01-26,2012,01,"[18, 53, 28, 12]",en,35.907
82990,Paranormal Activity 4,5.403,1790,2012-10-17,2012,10,[27],en,35.53
64635,Total Recall,6.011,5237,2012-08-02,2012,08,"[28, 878, 53]",en,35.433
97630,Zero Dark Thirty,6.989,4289,2012-12-19,2012,12,"[53, 18]",en,34.37
103332,Ruby Sparks,7.11,1539,2012-07-25,2012,07,"[35, 10749, 14, 18]",en,33.776
82695,Les Misérables,7.336,5094,2012-12-18,2012,12,"[36, 18]",en,33.553
59961,Safe House,6.462,3389,2012-02-08,2012,02,"[28, 53]",en,33.27
77883,The Possession,6.0,1515,2012-08-30,2012,08,"[27, 53, 18]",en,32.401
127533,Rurouni Kenshin Part I: Origins,7.553,750,2012-08-25,2012,08,"[12, 28, 14, 10752, 36]",ja,32.103
77877,The Lucky One,7.124,3485,2012-04-19,2012,04,"[18, 10749]",en,31.75
77866,Contraband,6.329,1981,2012-01-12,2012,01,"[53, 28, 18, 80]",en,31.593
89492,This Is 40,5.866,2064,2012-12-20,2012,12,[35],en,31.164
94329,The Raid,7.417,3209,2012-03-22,2012,03,"[28, 53, 80]",id,30.488
110420,Wolf Children,8.223,2170,2012-07-21,2012,07,"[16, 10751, 18, 14]",ja,30.169
82650,Diary of a Wimpy Kid: Dog Days,6.3,912,2012-08-02,2012,08,"[35, 10751]",en,29.999
49040,The Bourne Legacy,6.2,5450,2012-08-08,2012,08,"[28, 53]",en,29.909
